SKU,Rangsutra Online,location
BTC/01/18/WW/SHORT KRT/03/STITCH LINE/TQ/L,1,rs_online
BTC/01/18/WW/SHORT KRT/03/STITCH LINE/TQ/M,6,rs_online
BTC/01/18/WW/SHORT KRT/03/STITCH LINE/TQ/S,3,rs_online
MONOCHROME/9/19/HM/12X12CC/05/CREWEL/BK,10,rs_online
BTC/01/18/WW/BIAS TOP/04/STITCH LINE/TQ/XL,1,rs_online
BTC/01/18/WW/BIAS TOP/04/STITCH LINE/TQ/L,2,rs_online
BTC/01/18/WW/BIAS TOP/04/STITCH LINE/TQ/M,1,rs_online
MONOCHROME/9/19/HM/20X20CC/03/CREWEL/BK,10,rs_online
BTC/01/18/WW/BIAS TOP/04/STITCH LINE/TQ/S,1,rs_online
BTC/39/2016/WW/SHORT KRT/DABU/IN/XL,6,rs_online
BTC/39/2016/WW/SHORT KRT/DABU/IN/L,4,rs_online
BTC/39/2016/WW/SHORT KRT/DABU/IN/M,4,rs_online
BTC/39/2016/WW/SHORT KRT/DABU/IN/S,1,rs_online
MONOCHROME/9/19/HM/12X12CC/09/CREWEL/NT,10,rs_online
BTC/08/17/WW/KIMONO/01/DABU/IN/XL,1,rs_online
BTC/08/17/WW/KIMONO/01/DABU/IN/L,3,rs_online
BTC/08/17/WW/KIMONO/01/DABU/IN/M,0,rs_online
BTC/08/17/WW/KIMONO/01/DABU/IN/S,1,rs_online
BTC/30/2016/WW/SHORT KRT/EXTRA WEFT/NT/XL,9,rs_online
BTC/30/2016/WW/SHORT KRT/EXTRA WEFT/NT/L,10,rs_online
BTC/30/2016/WW/SHORT KRT/EXTRA WEFT/NT/M,10,rs_online
BTC/30/2016/WW/SHORT KRT/EXTRA WEFT/NT/S,8,rs_online
MONOCHROME/9/19/HM/12X12CC/10/CREWEL/NT,10,rs_online
BTC/12/17/WW/ SHORT KRT/06/MIRROR/BK/XL,0,rs_online
BTC/12/17/WW/SHORT KRT/06/MIRROR/BK/L,0,rs_online
BTC/12/17/WW/SHORT KRT/06/MIRROR/BK/M,0,rs_online
BTC/12/17/WW/SHORT KRT/06/MIRROR/BK/S,0,rs_online
BTC/09/17/WW/BIAS TOP/02/MIRROR/BK/XL,1,rs_online
BTC/09/17/WW/BIAS TOP/02/MIRROR/BK/L,1,rs_online
BTC/09/17/WW/BIAS TOP/02/MIRROR/BK/M,4,rs_online
BTC/09/17/WW/BIAS TOP/02/MIRROR/BK/S,3,rs_online
MONOCHROME/9/19/HM/12X12CC/08/CREWEL/NT,0,rs_online
BTC 16/16/WW/SHIRT /BG-3,0,rs_online
BTC 16/16/WW/SHIRT /BG-2,0,rs_online
BTC 16/16/WW/SHIRT /BG-1,0,rs_online
BTC 22/16/WW/SHIRT/HANDLOOM/BK-3,0,rs_online
BTC 22/16/WW/SHIRT/HANDLOOM/BK-2,0,rs_online
BTC 22/16/WW/SHIRT/HANDLOOM/BK-1,0,rs_online
MONOCHROME/9/19/HM/16X16CC/07/CREWEL/NT,0,rs_online
BTC/10/18/WW/BIAS TOP/06/SOOF EMB/NT/XL,2,rs_online
BTC/10/18/WW/BIAS TOP/06/SOOF EMB/NT/L,4,rs_online
BTC/10/18/WW/BIAS TOP/06/SOOF EMB/NT/M,6,rs_online
BTC/10/18/WW/BIAS TOP/06/SOOF EMB/NT/S,2,rs_online
MONOCHROME/9/19/HM/16X16CC/04/CREWEL/BK,10,rs_online
BTC/10/18/WW/BIAS TOP/06/SOOF EMB/BG/XL,5,rs_online
BTC/10/18/WW/BIAS TOP/06/SOOF EMB/BG/L,2,rs_online
BTC/10/18/WW/BIAS TOP/06/SOOF EMB/BG/M,2,rs_online
BTC/10/18/WW/BIAS TOP/06/SOOF EMB/BG/S,2,rs_online
BTC/10/18/WW/SHORT KURTA/05/SOOF EMB/NT/XL,3,rs_online
BTC/10/18/WW/SHORT KURTA/05/SOOF EMB/NT/L,3,rs_online
BTC/10/18/WW/SHORT KURTA/05/SOOF EMB/NT/M,1,rs_online
BTC/10/18/WW/SHORT KURTA/05/SOOF EMB/NT/S,2,rs_online
ROHIDA/02/20/WW/SL TOP BOX PLEAT /03/EMB/BG/L,2,rs_online
ROHIDA/02/20/WW/SL TOP BOX PLEAT /03/EMB/BG/M,4,rs_online
ROHIDA/02/20/WW/SL TOP BOX PLEAT /03/EMB/BG/S,4,rs_online
ROHIDA/02/20/WW/SL TOP BOX PLEAT /03/EMB/BG/XS,2,rs_online
ROHIDA/02/20/WW/SL TOP FRILL/02/EMB/OR-4,2,rs_online
ROHIDA/02/20/WW/SL TOP FRILL/02/EMB/OR-3,4,rs_online
ROHIDA/02/20/WW/SL TOP FRILL/02/EMB/OR-2,4,rs_online
ROHIDA/02/20/WW/SL TOP FRILL/02/EMB/OR-1,2,rs_online
BTC/10/18/WW/SHORT KURTA/05/SOOF EMB/BG/XL,1,rs_online
BTC/10/18/WW/SHORT KURTA/05/SOOF EMB/BG/L,8,rs_online
BTC/10/18/WW/SHORT KURTA/05/SOOF EMB/BG/M,6,rs_online
BTC/10/18/WW/SHORT KURTA/05/SOOF EMB/BG/S,1,rs_online
ROHIDA/02/20/WI/L.KRT STRIP/06/EMB/BG/XL,2,rs_online
ROHIDA/02/20/WI/L.KRT STRIP/06/EMB/BG/L,2,rs_online
ROHIDA/02/20/WI/L.KRT STRIP/06/EMB/BG/M,3,rs_online
ROHIDA/02/20/WI/L.KRT STRIP/06/EMB/BG/S,4,rs_online
BTC/09/18/WW/CH. COLLAR DREES/01/DABU MULL/IN/XL,0,rs_online
BTC/09/18/WW/CH. COLLAR DREES/01/DABU MULL/IN/L,2,rs_online
BTC/09/18/WW/CH. COLLAR DREES/01/DABU MULL/IN/M,5,rs_online
BTC/09/18/WW/CH. COLLAR DREES/01/DABU MULL/IN/S,2,rs_online
ROHIDA/02/20/WI/L.KRT LOOP BUTTON/05/EMB/BG/XL,1,rs_online
ROHIDA/02/20/WI/L.KRT LOOP BUTTON/05/EMB/BG/L,2,rs_online
ROHIDA/02/20/WI/L.KRT LOOP BUTTON/05/EMB/BG/M,3,rs_online
ROHIDA/02/20/WI/L.KRT LOOP BUTTON/05/EMB/BG/S,3,rs_online
BTC/09/18/WW/DOUBLE LAYER S.KRT/4/DABU MULL/IN/L-XL,5,rs_online
BTC/09/18/WW/DOUBLE LAYER S.KRT/04/DABU MULL/IN/S-M,3,rs_online
ROHIDA/02/20/WW/OVERLAP DRESS/04/EMB/BG/L,0,rs_online
ROHIDA/02/20/WW/OVERLAP DRESS/04/EMB/BG/M,2,rs_online
ROHIDA/02/20/WW/OVERLAP DRESS/04/EMB/BG/S,3,rs_online
ROHIDA/02/20/WW/OVERLAP DRESS/04/EMB/BG/XS,1,rs_online
ROHIDA/02/20/WW/SL POCKET DRESS/08/EMB/BG/XL,2,rs_online
ROHIDA/02/20/WW/SL POCKET DRESS/08/EMB/BG/L,4,rs_online
ROHIDA/02/20/WW/SL POCKET DRESS/08/EMB/BG/M,0,rs_online
ROHIDA/02/20/WW/SL POCKET DRESS/08/EMB/BG/S,2,rs_online
BTC/09/18/WW/ RACER BACK TOP/08/DABU MULL/IN/L-XL,7,rs_online
BTC/09/18/WW/ RACER BACK TOP/08/DABU MULL/IN/S-M,1,rs_online
ROHIDA/02/20/WI/L.KRT PLACKET/07/EMB/OR/XL,2,rs_online
ROHIDA/02/20/WI/L.KRT PLACKET/07/EMB/OR/L,4,rs_online
ROHIDA/02/20/WI/L.KRT PLACKET/07/EMB/OR/M,4,rs_online
ROHIDA/02/20/WI/L.KRT PLACKET/07/EMB/OR/S,1,rs_online
BTC/12/17/WW/SHORT KRT/03/EXTRA WEFT/RD/XL,4,rs_online
BTC/12/17/WW/SHORT KRT/03/EXTRA WEFT/RD/L,4,rs_online
BTC/12/17/WW/SHORT KRT/03/EXTRA WEFT/RD/M,4,rs_online
BTC/12/17/WW/SHORT KRT/03/EXTRA WEFT/RD/S,5,rs_online
PHAGUN/02/20/WI/L.KRT PLACKET/01/GR/XL,1,rs_online
PHAGUN/02/20/WI/L.KRT PLACKET/01/GR/L,2,rs_online
PHAGUN/02/20/WI/L.KRT PLACKET/01/GR/M,6,rs_online
PHAGUN/02/20/WI/L.KRT PLACKET/01/GR/S,6,rs_online
PHAGUN/02/20/WI/L.KRT PLACKET/01/GR/XS,2,rs_online
BTC/11/2016/WI/A LINE KRT/APPLIQUE/NT/XL,8,rs_online
BTC/11/2016/WI/A LINE KRT/APPLIQUE/NT/L,7,rs_online
BTC/11/2016/WI/A LINE KRT/APPLIQUE/NT/M,8,rs_online
BTC/11/2016/WI/A LINE KRT/APPLIQUE/NT/S,8,rs_online
PHAGUN/02/20/WI/L.KRT PLACKET/01/WH/XL,3,rs_online
PHAGUN/02/20/WI/L.KRT PLACKET/01/WH/L,3,rs_online
PHAGUN/02/20/WI/L.KRT PLACKET/01/WH/M,6,rs_online
PHAGUN/02/20/WI/L.KRT PLACKET/01/WH/S,6,rs_online
PHAGUN/02/20/WI/L.KRT PLACKET/01/WH/XS,3,rs_online
BTC/10/2016/WI/ANARKALI KRT/APPLIQUE/NT/XL,2,rs_online
BTC/10/2016/WI/ANARKALI KRT/APPLIQUE/NT/FS,2,rs_online
PHAGUN/02/20/WW/SL DRESS PINTUCK/02/WH/L,1,rs_online
PHAGUN/02/20/WW/SL DRESS PINTUCK/02/WH/M,6,rs_online
PHAGUN/02/20/WW/SL DRESS PINTUCK/02/WH/S,6,rs_online
PHAGUN/02/20/WW/SL DRESS PINTUCK/02/WH/XS,4,rs_online
BTC/08/2016/WI/SLIT KRT SLEEVELESS/APPLIQUE/NT/XL,5,rs_online
BTC/08/2016/WI/SLIT KRT SLEEVELESS/APPLIQUE/NT/L,6,rs_online
BTC/08/2016/WI/SLIT KRT SLEEVELESS/APPLIQUE/NT/M,6,rs_online
BTC/08/2016/WI/SLIT KRT SLEEVELESS/APPLIQUE/NT/S,3,rs_online
PHAGUN/02/20/WW/SL DRESS PINTUCK/02/GR/L,2,rs_online
PHAGUN/02/20/WW/SL DRESS PINTUCK/02/GR/M,6,rs_online
PHAGUN/02/20/WW/SL DRESS PINTUCK/02/GR/S,6,rs_online
PHAGUN/02/20/WW/SL DRESS PINTUCK/02/GR/XS,4,rs_online
BTC09-16-WI-SLITKRT-APPLIQUE-NT-XL,2,rs_online
BTC09-16-WI-SLITKRT-APPLIQUE-NT-L,6,rs_online
BTC09-16-WI-SLITKRT-APPLIQUE-NT-M,4,rs_online
BTC09-16-WI-SLITKRT-APPLIQUE-NT-S,2,rs_online
PHAGUN/02/20/WW/V NECK PANEL DRESS/03/GR/XL,3,rs_online
PHAGUN/02/20/WW/V NECK PANEL DRESS/03/GR/L,1,rs_online
PHAGUN/02/20/WW/V NECK PANEL DRESS/03/GR/M,4,rs_online
PHAGUN/02/20/WW/V NECK PANEL DRESS/03/GR/S,6,rs_online
BTC/38/2016/WI/ANARKALI/DABU/IN/XL,2,rs_online
BTC/38/2016/WI/ANARKALI/DABU/IN/L,0,rs_online
BTC/38A/2016/WI/ANARKAIL SL/DABU/IN/FS,0,rs_online
BTC/03/18/WI/ALINE KURTA/04/MIRROR/NT,0,rs_online
BTC/03/18/WI/ALINE KURTA/04/MIRROR/NT,0,rs_online
BTC/03/18/WI/ALINE KURTA/04/MIRROR/NT,0,rs_online
BTC/03/18/WI/ALINE KURTA/04/MIRROR/NT,0,rs_online
PHAGUN/02/20/WW/V NECK PANEL DRESS/03/GY/XL,3,rs_online
PHAGUN/02/20/WW/V NECK PANEL DRESS/03/GY/L,3,rs_online
PHAGUN/02/20/WW/V NECK PANEL DRESS/03/GY/M,5,rs_online
PHAGUN/02/20/WW/V NECK PANEL DRESS/03/GY/S,6,rs_online
BTC/03/18/WI/SLIT KURTA SLEEVELSS/01/MIRROR/NT/XL,2,rs_online
BTC/03/18/WI/SLIT KURTA SLEEVELSS/01/MIRROR/NT/L,5,rs_online
BTC/03/18/WI/SLIT KURTA SLEEVELSS/01/MIRROR/NT/M,7,rs_online
BTC/03/18/WI/SLIT KURTA SLEEVELSS/01/MIRROR/NT/S,2,rs_online
PHAGUN/02/20/WW/SL TOP PINTUCK/04/PK/L,2,rs_online
PHAGUN/02/20/WW/SL TOP PINTUCK/04/PK/M,6,rs_online
PHAGUN/02/20/WW/SL TOP PINTUCK/04/PK/S,6,rs_online
PHAGUN/02/20/WW/SL TOP PINTUCK/04/PK/XS,3,rs_online
BTC/18/2016/WI/ANARKALI/BG/XL,4,rs_online
BTC/18/2016/WI/ANARKALI/BG/L,6,rs_online
BTC/18/2016/WI/ANARKALI/BG/FS,6,rs_online
BTC/01/18/WI/A LINE KRT/01/STITCH LINE/TQ/XL,0,rs_online
BTC/01/18/WI/A LINE KRT/01/STITCH LINE/TQ/L,0,rs_online
BTC/01/18/WI/A LINE KRT/01/STITCH LINE/TQ/M,0,rs_online
BTC/01/18/WI/A LINE KRT/01/STITCH LINE/TQ/S,0,rs_online
PHAGUN/02/20/WW/SL TOP PINTUCK/04/WH/L,3,rs_online
PHAGUN/02/20/WW/SL TOP PINTUCK/04/WH/M,6,rs_online
PHAGUN/02/20/WW/SL TOP PINTUCK/04/WH/S,6,rs_online
PHAGUN/02/20/WW/SL TOP PINTUCK/04/WH/XS,3,rs_online
BTC/01/18/WI/SLIT KRT/02/STITCH LINE/TQ/XL,1,rs_online
BTC/01/18/WI/SLIT KRT/02/STITCH LINE/TQ/L,7,rs_online
BTC/01/18/WI/SLIT KRT/02/STITCH LINE/TQ/M,5,rs_online
BTC/01/18/WI/SLIT KRT/02/STITCH LINE/TQ/S,0,rs_online
PHAGUN/02/20/WI/L.KRT GATHER YOKE/05/GY-5,3,rs_online
PHAGUN/02/20/WI/L.KRT GATHER YOKE/05/GY-4,3,rs_online
PHAGUN/02/20/WI/L.KRT GATHER YOKE/05/GY-3,6,rs_online
PHAGUN/02/20/WI/L.KRT GATHER YOKE/05/GY-2,6,rs_online
PHAGUN/02/20/WI/L.KRT GATHER YOKE/05/GY-1,3,rs_online
BTC/12/17/WI/LONG KRT/04/EXTRA WEFT/RD/XL,2,rs_online
BTC/12/17/WI/LONG KRT/04/EXTRA WEFT/RD/L,4,rs_online
BTC/12/17/WI/LONG KRT/04/EXTRA WEFT/RD/M,8,rs_online
BTC/12/17/WI/LONG KRT/04/EXTRA WEFT/RD/S,6,rs_online
PHAGUN/02/20/WI/L.KRT GATHER YOKE/05/PK/XL,3,rs_online
PHAGUN/02/20/WI/L.KRT GATHER YOKE/05/PK/L,3,rs_online
PHAGUN/02/20/WI/L.KRT GATHER YOKE/05/PK/M,6,rs_online
PHAGUN/02/20/WI/L.KRT GATHER YOKE/05/PK/S,6,rs_online
PHAGUN/02/20/WI/L.KRT GATHER YOKE/05/PK/XS,3,rs_online
BTC/40/2016/WI/SLIT KRT WITH SLEEVES/DABUIN/XL,0,rs_online
BTC/40/2016/WI/SLIT KRT WITH SLEEVES/DABUIN/L,4,rs_online
BTC/40/2016/WI/SLIT KRT WITH SLEEVES/DABUIN/M,0,rs_online
BTC/40/2016/WI/SLIT KRT WITH SLEEVES/DABUIN/S,7,rs_online
PHAGUN/02/20/WI/L.KRT ANGRAKHA/07/PK/XL,1,rs_online
PHAGUN/02/20/WI/L.KRT ANGRAKHA/07/PK/L,3,rs_online
PHAGUN/02/20/WI/L.KRT ANGRAKHA/07/PK/M,5,rs_online
PHAGUN/02/20/WI/L.KRT ANGRAKHA/07/PK/S,6,rs_online
BTC/54/2016/WI/SLIT KRT SLEEVELESS/IDABU/N/XL,7,rs_online
BTC/54/2016/WI/SLIT KRT SLEEVELESS/DABU/IN/L,7,rs_online
BTC/54/2016/WI/SLIT KRT SLEEVELESS/DABU/IN/M,2,rs_online
BTC/54/2016/WI/SLIT KRT SLEEVELESS/DABU/IN/S,6,rs_online
PHAGUN/02/20/WW/PLEATED SHIRT/06/GY-4,3,rs_online
PHAGUN/02/20/WW/PLEATED SHIRT/06/GY-3,3,rs_online
PHAGUN/02/20/WW/PLEATED SHIRT/06/GY-2,6,rs_online
PHAGUN/02/20/WW/PLEATED SHIRT/06/GY-1,5,rs_online
BTC/08/17/WI/LONG KURTA/02/DABU/IN/XL,0,rs_online
BTC/08/17/WI/LONG KURTA/02/DABU/IN/L,0,rs_online
BTC/08/17/WI/LONG KURTA/02/DABU/IN/M,8,rs_online
BTC/08/17/WI/LONG KURTA/02/DABU/IN/S,5,rs_online
PHAGUN/02/20/WW/KIMONO DRESS/08/WH/L,1,rs_online
PHAGUN/02/20/WW/KIMONO DRESS/08/WH/M,3,rs_online
PHAGUN/02/20/WW/KIMONO DRESS/08/WH/S,3,rs_online
PHAGUN/02/20/WW/KIMONO DRESS/08/WH/XS,3,rs_online
BTC/32/2016/WI/SLIT KURTA SLEEVLESS/EXTRA WEFT/NT/XL,6,rs_online
BTC/32/2016/WI/SLIT KURTA SLEEVLESS/EXTRA WEFT/NT/L,10,rs_online
BTC/32/2016/WI/SLIT KURTA SLEEVLESS/EXTRA WEFT/NT/M,7,rs_online
BTC/32/2016/WI/SLIT KURTA SLEEVLESS/EXTRA WEFT/NT/S,6,rs_online
PHAGUN/02/20/WI/L.KRT ANGRAKHA/07/GY-4,2,rs_online
PHAGUN/02/20/WI/L.KRT ANGRAKHA/07/GY-3,3,rs_online
PHAGUN/02/20/WI/L.KRT ANGRAKHA/07/GY-2,6,rs_online
PHAGUN/02/20/WI/L.KRT ANGRAKHA/07/GY-1,5,rs_online
BTC/34/2016/WI/A LINE KRT/EXTRA WEFT/NT/XL,4,rs_online
BTC/34/2016/WI/A LINE KRT/EXTRA WEFT/NT/L,10,rs_online
BTC/34/2016/WI/A LINE KRT/EXTRA WEFT/NT/M,10,rs_online
BTC/34/2016/WI/A LINE KRT/EXTRA WEFT/NT/S,3,rs_online
PHAGUN/02/20/WW/PLAZZO/10/WH-5,2,rs_online
PHAGUN/02/20/WW/PLAZZO/10/WH-4,2,rs_online
PHAGUN/02/20/WW/PLAZZO/10/WH-3,5,rs_online
PHAGUN/02/20/WW/PLAZZO/10/WH-2,5,rs_online
PHAGUN/02/20/WW/PLAZZO/10/WH-1,2,rs_online
BTC/09/17/WI/SLIT KURTA SLEEVELSS/01/MIRROR/BK/XL,0,rs_online
BTC/09/17/WI/SLIT KURTA SLEEVELSS/01/MIRROR/BK/L,4,rs_online
BTC/09/17/WI/SLIT KURTA SLEEVELSS/01/MIRROR/BK/M,1,rs_online
BTC/09/17/WI/SLIT KURTA SLEEVELSS/01/MIRROR/BK/S,3,rs_online
PHAGUN/02/20/WW/TOP GATHER/09/WH/L,3,rs_online
PHAGUN/02/20/WW/TOP GATHER/09/WH/M,1,rs_online
PHAGUN/02/20/WW/TOP GATHER/09/WH/S,4,rs_online
PHAGUN/02/20/WW/TOP GATHER/09/WH/XS,3,rs_online
PHAGUN/02/20/WW/PLEATED SHIRT/06/WH/XL,3,rs_online
PHAGUN/02/20/WW/PLEATED SHIRT/06/WH/L,2,rs_online
PHAGUN/02/20/WW/PLEATED SHIRT/06/WH/M,6,rs_online
PHAGUN/02/20/WW/PLEATED SHIRT/06/WH/S,4,rs_online
BTC13-16-WW-SHIRT-APPLIQUE-NT-L,0,rs_online
BTC13-16-WW-SHIRT-APPLIQUE-NT-M,0,rs_online
BTC/13/2016/WW/WRAP SHIRT/APPLIQUE/NT/S,2,rs_online
EDW/10/17/WI-LONG KURTA LILY/BU/XL,0,rs_online
EDW/10/17/WI-LONG KURTA LILY/BU/L,0,rs_online
EDW/10/17/WI-LONG KURTA LILY/BU/M,0,rs_online
EDW/10/17/WI-LONG KURTA LILY/BU/S,0,rs_online
EDW/10/17/WI-LONG KURTA LILY/BU/XS,0,rs_online
BTC/10/18/WI/SLIT KURTA/07/SOOF EMB/BG/XL,2,rs_online
BTC/10/18/WI/SLIT KURTA/07/SOOF EMB/BG/L,6,rs_online
BTC/10/18/WI/SLIT KURTA/07/SOOF EMB/BG/M,0,rs_online
BTC/10/18/WI/SLIT KURTA/07/SOOF EMB/BG/S,0,rs_online
BTC/10/18/WI/SLIT KURTA/07/SOOF EMB/NT/XL,4,rs_online
BTC/10/18/WI/SLIT KURTA/07/SOOF EMB/NT/L,2,rs_online
BTC/10/18/WI/SLIT KURTA/07/SOOF EMB/NT/M,0,rs_online
BTC/10/18/WI/SLIT KURTA/07/SOOF EMB/NT/S,1,rs_online
BTC/10/18/WI/ANARKALI KURTA/10/SOOF EMB/NT/FS,0,rs_online
BTC/10/18/WI/ANARKALI KURTA/10/SOOF EMB/BG/FS,1,rs_online
BTC/10/18/WI/ALINE KURTA WITH YOKE/08/SOOF EMB/NT/XL,4,rs_online
BTC/10/18/WI/ALINE KURTA WITH YOKE/08/SOOF EMB/NT/L,2,rs_online
BTC/10/18/WI/ALINE KURTA WITH YOKE/08/SOOF EMB/NT/M,2,rs_online
BTC/10/18/WI/ALINE KURTA WITH YOKE/08/SOOF EMB/NT/S,0,rs_online
BTC/10/18/WI/ALINE KURTA WITH YOKE/08/SOOF EMB/BG/XL,0,rs_online
BTC/10/18/WI/ALINE KURTA WITH YOKE/08/SOOF EMB/BG/L,-1,rs_online
BTC/10/18/WI/ALINE KURTA WITH YOKE/08/SOOF EMB/BG/M,0,rs_online
BTC/10/18/WI/ALINE KURTA WITH YOKE/08/SOOF EMB/BG/S,0,rs_online
BTC/09/18/WW/LONG ANGRAKHA DRESS/7/DABU MULL/IN/L-XL,5,rs_online
BTC/09/18/WW/LONG ANGRAKHA DRESS/07/DABU MULL/IN/S-M,0,rs_online
BTC/09/18/WW/DOUBLE LAYER DRESS/6/DABU MULL/IN/L-XL,6,rs_online
BTC/09/18/WW/DOUBLE LAYER DRESS/6/DABU MULL/IN/S-M,2,rs_online
EDW/1/19/WI/LONG KURTA/BANDHEJ ROUND HEM/03/YL/XL,6,rs_online
EDW/1/19/WI/LONG KURTA/BANDHEJ ROUND HEM/03/YL/L,8,rs_online
EDW/1/19/WI/LONG KURTA/BANDHEJ ROUND HEM/03/YL/M,8,rs_online
EDW/1/19/WI/LONG KURTA/BANDHEJ ROUND HEM/03/YL/S,6,rs_online
BTC/07/18/WW/PLEATED SHRUG/06/SHIBORI/PK/L,2,rs_online
BTC/07/18/WW/PLEATED SHRUG/06/SHIBORI/PK/M,3,rs_online
BTC/07/18/WW/PLEATED SHRUG/06/SHIBORI/PK/S,3,rs_online
BTC/07/18/WW/CASCADE JACKET/07/SHIBORI/TQ/FS,3,rs_online
ROHIDA/02/20/WW/TOP PINTUCK/01/EMB/BG/XL,1,rs_online
ROHIDA/02/20/WW/TOP PINTUCK/01/EMB/BG/L,1,rs_online
ROHIDA/02/20/WW/TOP PINTUCK/01/EMB/BG/M,4,rs_online
ROHIDA/02/20/WW/TOP PINTUCK/01/EMB/BG/S,4,rs_online
TEST12345,5,rs_online
,1,rs_online
,3,rs_online
,3,rs_online
BANJARA/10/19/WI/CH.COLLAR KRT/01/EMB/BL/XL,0,rs_online
BANJARA/10/19/WI/CH.COLLAR KRT/01/EMB/BL/L,0,rs_online
BANJARA/10/19/WI/CH.COLLAR KRT/01/EMB/BL/M,1,rs_online
BANJARA/10/19/WI/CH.COLLAR KRT/01/EMB/BL/S,1,rs_online
BANJARA/10/19/WI/CH.COLLAR KRT/01/EMB/NT/XL,4,rs_online
BANJARA/10/19/WI/CH.COLLAR KRT/01/EMB/NT/L,10,rs_online
BANJARA/10/19/WI/CH.COLLAR KRT/01/EMB/NT/M,6,rs_online
BANJARA/10/19/WI/CH.COLLAR KRT/01/EMB/NT/S,1,rs_online
BLACK&WHITE/09/19/HM/16X16/C.C/07/E.WEFT/BK,11,rs_online
RAKHI/07/19/AC/THREAD BALL MIRROR RAKHI/04,3,rs_online
RAKHI/07/19/AC/MIRROR RAKHI/03,4,rs_online
RAKHI/07/19/AC/THREAD BEAD RAKHI/02,5,rs_online
RAKHI/07/19/AC/TASSEL RAKHI/01,5,rs_online
WI-020-KASHMIRI EMB KRT SILK/PR-3,0,rs_online
WI-020-KASHMIRI EMB KRT SILK/PR-2,0,rs_online
WI-020-KASHMIRI EMB KRT SILK/PR-1,0,rs_online
WI-246-DHIYA SILK KRT/RU/XL,0,rs_online
WI-246-DHIYA SILK KRT/RU-L,0,rs_online
WI-246-DHIYA SILK KRT/RU-M,0,rs_online
WI-246-DHIYA SILK KRT/RU-S,0,rs_online
WI-262-DHIYA KRT SILK/RD/XL,0,rs_online
WI-262-DHIYA KRT SILK/RD/L,0,rs_online
WI-262-DHIYA KRT SILK/RD/M,0,rs_online
WI-262-DHIYA SILK KURTA/RD-S,0,rs_online
EDW/8/18/HOME/16X26 PILLOW.C/03/EXTRA WEFT/MULTI,7,rs_online
EDW/8/18/HOME/16X16C.C/09/PUCCA WITH RUNNING EMB/GY,0,rs_online
BTC/09/18/WW/PLEAT WITH YOKE DREES/05/DABU MULL/IN/L,0,rs_online
BTC/09/18/WW/PLEAT WITH YOKE DREES/05/DABU MULL/IN/M,0,rs_online
BTC/09/18/WW/PLEAT WITH YOKE DREES/05/DABU MULL/IN/S,0,rs_online
EDW/6/18/HOME/16X16C.C/06/EMB /NT,8,rs_online
EDW/6/18/HOME/16X16C.C/05/EMB /NT,8,rs_online
EDW/6/18/HOME/16X16C.C/04/EMB /NT,0,rs_online
EDW/6/18/HOME/16X16C.C/03/EMB /NT,7,rs_online
EDW/6/18/HOME/16X16C.C/02/EMB /NT,8,rs_online
EDW/6/18/HOME/16X16C.C/01/EMB /NT,0,rs_online
EDW/5/18/HOME/77X37PATTU/22/EXTRA WEF /BL-NT,10,rs_online
BTC/03/18/WI/ANARKALI/ APPLIQUE/09/CR/FS,0,rs_online